,pilot,linetext,timestamp
4655,Dravynea Uta,16 GJ energy neutralized Emergent Keeper - Emergent Keeper,2023-02-01 23:46:23
4656,Dravynea Uta,16 GJ energy neutralized Emergent Keeper - Emergent Keeper,2023-02-01 23:46:23
4661,Dravynea Uta,16 GJ energy neutralized Emergent Keeper - Emergent Keeper,2023-02-01 23:46:24
4668,Dravynea Uta,95 GJ energy neutralized Sleepless Sentinel - Sleepless Sentinel,2023-02-01 23:46:25
4670,Dravynea Uta,95 GJ energy neutralized Sleepless Sentinel - Sleepless Sentinel,2023-02-01 23:46:25
4679,Dravynea Uta,95 GJ energy neutralized Sleepless Sentinel - Sleepless Sentinel,2023-02-01 23:46:26
4683,Dravynea Uta,16 GJ energy neutralized Emergent Keeper - Emergent Keeper,2023-02-01 23:46:27
4684,Dravynea Uta,16 GJ energy neutralized Emergent Keeper - Emergent Keeper,2023-02-01 23:46:27
4707,Dravynea Uta,16 GJ energy neutralized Emergent Keeper - Emergent Keeper,2023-02-01 23:46:32
4710,Dravynea Uta,16 GJ energy neutralized Emergent Keeper - Emergent Keeper,2023-02-01 23:46:33
4714,Dravynea Uta,16 GJ energy neutralized Emergent Keeper - Emergent Keeper,2023-02-01 23:46:34
4720,Dravynea Uta,95 GJ energy neutralized Sleepless Sentinel - Sleepless Sentinel,2023-02-01 23:46:35
4722,Dravynea Uta,95 GJ energy neutralized Sleepless Sentinel - Sleepless Sentinel,2023-02-01 23:46:35
4728,Dravynea Uta,95 GJ energy neutralized Sleepless Sentinel - Sleepless Sentinel,2023-02-01 23:46:36
4730,Dravynea Uta,16 GJ energy neutralized Emergent Keeper - Emergent Keeper,2023-02-01 23:46:37
4731,Dravynea Uta,16 GJ energy neutralized Emergent Keeper - Emergent Keeper,2023-02-01 23:46:37
4764,Dravynea Uta,95 GJ energy neutralized Sleepless Sentinel - Sleepless Sentinel,2023-02-01 23:46:45
4766,Dravynea Uta,95 GJ energy neutralized Sleepless Sentinel - Sleepless Sentinel,2023-02-01 23:46:45
4774,Dravynea Uta,95 GJ energy neutralized Sleepless Sentinel - Sleepless Sentinel,2023-02-01 23:46:46
4779,Dravynea Uta,16 GJ energy neutralized Emergent Keeper - Emergent Keeper,2023-02-01 23:46:47
4807,Dravynea Uta,95 GJ energy neutralized Sleepless Sentinel - Sleepless Sentinel,2023-02-01 23:46:55
4816,Dravynea Uta,95 GJ energy neutralized Sleepless Sentinel - Sleepless Sentinel,2023-02-01 23:46:56
4819,Dravynea Uta,16 GJ energy neutralized Emergent Keeper - Emergent Keeper,2023-02-01 23:46:57
4851,Dravynea Uta,95 GJ energy neutralized Sleepless Sentinel - Sleepless Sentinel,2023-02-01 23:47:05
4858,Dravynea Uta,95 GJ energy neutralized Sleepless Sentinel - Sleepless Sentinel,2023-02-01 23:47:06
4862,Dravynea Uta,16 GJ energy neutralized Emergent Keeper - Emergent Keeper,2023-02-01 23:47:07
4913,Dravynea Uta,16 GJ energy neutralized Emergent Keeper - Emergent Keeper,2023-02-01 23:47:17
6491,Dravynea Uta,1050 GJ energy neutralized Arithmos Tyrannos - Drifter Response Battleship,2023-02-02 00:09:32
6516,Dravynea Uta,1050 GJ energy neutralized Arithmos Tyrannos - Drifter Response Battleship,2023-02-02 00:09:42
6534,Dravynea Uta,1050 GJ energy neutralized Arithmos Tyrannos - Drifter Response Battleship,2023-02-02 00:09:52
6556,Dravynea Uta,1050 GJ energy neutralized Arithmos Tyrannos - Drifter Response Battleship,2023-02-02 00:10:02
6576,Dravynea Uta,1050 GJ energy neutralized Arithmos Tyrannos - Drifter Response Battleship,2023-02-02 00:10:12
6677,Dravynea Uta,16 GJ energy neutralized Emergent Keeper - Emergent Keeper,2023-02-02 00:13:21
6678,Dravynea Uta,16 GJ energy neutralized Emergent Keeper - Emergent Keeper,2023-02-02 00:13:21
6679,Dravynea Uta,95 GJ energy neutralized Sleepless Sentinel - Sleepless Sentinel,2023-02-02 00:13:21
6687,Dravynea Uta,95 GJ energy neutralized Sleepless Sentinel - Sleepless Sentinel,2023-02-02 00:13:22
6695,Dravynea Uta,95 GJ energy neutralized Sleepless Sentinel - Sleepless Sentinel,2023-02-02 00:13:23
6698,Dravynea Uta,16 GJ energy neutralized Emergent Keeper - Emergent Keeper,2023-02-02 00:13:24
6708,Dravynea Uta,16 GJ energy neutralized Emergent Keeper - Emergent Keeper,2023-02-02 00:13:27
6712,Dravynea Uta,16 GJ energy neutralized Emergent Keeper - Emergent Keeper,2023-02-02 00:13:28
6713,Dravynea Uta,16 GJ energy neutralized Emergent Keeper - Emergent Keeper,2023-02-02 00:13:28
6723,Dravynea Uta,16 GJ energy neutralized Emergent Keeper - Emergent Keeper,2023-02-02 00:13:31
6724,Dravynea Uta,16 GJ energy neutralized Emergent Keeper - Emergent Keeper,2023-02-02 00:13:31
6725,Dravynea Uta,95 GJ energy neutralized Sleepless Sentinel - Sleepless Sentinel,2023-02-02 00:13:31
6730,Dravynea Uta,95 GJ energy neutralized Sleepless Sentinel - Sleepless Sentinel,2023-02-02 00:13:32
6735,Dravynea Uta,95 GJ energy neutralized Sleepless Sentinel - Sleepless Sentinel,2023-02-02 00:13:32
6737,Dravynea Uta,16 GJ energy neutralized Emergent Keeper - Emergent Keeper,2023-02-02 00:13:34
6745,Dravynea Uta,16 GJ energy neutralized Emergent Keeper - Emergent Keeper,2023-02-02 00:13:37
6750,Dravynea Uta,16 GJ energy neutralized Emergent Keeper - Emergent Keeper,2023-02-02 00:13:38
6751,Dravynea Uta,16 GJ energy neutralized Emergent Keeper - Emergent Keeper,2023-02-02 00:13:38
6760,Dravynea Uta,95 GJ energy neutralized Sleepless Sentinel - Sleepless Sentinel,2023-02-02 00:13:41
6767,Dravynea Uta,95 GJ energy neutralized Sleepless Sentinel - Sleepless Sentinel,2023-02-02 00:13:42
6772,Dravynea Uta,95 GJ energy neutralized Sleepless Sentinel - Sleepless Sentinel,2023-02-02 00:13:43
6783,Dravynea Uta,16 GJ energy neutralized Emergent Keeper - Emergent Keeper,2023-02-02 00:13:47
6795,Dravynea Uta,95 GJ energy neutralized Sleepless Sentinel - Sleepless Sentinel,2023-02-02 00:13:51
6799,Dravynea Uta,95 GJ energy neutralized Sleepless Sentinel - Sleepless Sentinel,2023-02-02 00:13:52
6805,Dravynea Uta,95 GJ energy neutralized Sleepless Sentinel - Sleepless Sentinel,2023-02-02 00:13:53
6817,Dravynea Uta,16 GJ energy neutralized Emergent Keeper - Emergent Keeper,2023-02-02 00:13:57
6826,Dravynea Uta,95 GJ energy neutralized Sleepless Sentinel - Sleepless Sentinel,2023-02-02 00:14:01
6839,Dravynea Uta,95 GJ energy neutralized Sleepless Sentinel - Sleepless Sentinel,2023-02-02 00:14:03
6848,Dravynea Uta,16 GJ energy neutralized Emergent Keeper - Emergent Keeper,2023-02-02 00:14:07
6860,Dravynea Uta,95 GJ energy neutralized Sleepless Sentinel - Sleepless Sentinel,2023-02-02 00:14:11
6890,Dravynea Uta,16 GJ energy neutralized Emergent Keeper - Emergent Keeper,2023-02-02 00:14:17
6921,Dravynea Uta,95 GJ energy neutralized Sleepless Sentinel - Sleepless Sentinel,2023-02-02 00:14:21
6922,Dravynea Uta,16 GJ energy neutralized Emergent Keeper - Emergent Keeper,2023-02-02 00:14:21
6951,Dravynea Uta,16 GJ energy neutralized Emergent Keeper - Emergent Keeper,2023-02-02 00:14:26
6957,Dravynea Uta,16 GJ energy neutralized Emergent Keeper - Emergent Keeper,2023-02-02 00:14:27
6974,Dravynea Uta,95 GJ energy neutralized Sleepless Sentinel - Sleepless Sentinel,2023-02-02 00:14:31
8771,Hollindustries,92 GJ energy neutralized Nighthawk  - Medium Gremlin Compact Energy Neutralizer,2023-01-29 19:42:08
8782,Hollindustries,76 GJ energy neutralized Nighthawk  - Medium Gremlin Compact Energy Neutralizer,2023-01-29 19:42:10
8793,Hollindustries,92 GJ energy neutralized Nighthawk  - Medium Gremlin Compact Energy Neutralizer,2023-01-29 19:42:11
8794,Hollindustries,101 GJ energy neutralized Nighthawk  - Medium Energy Neutralizer II,2023-01-29 19:42:11
8847,Hollindustries,24 GJ energy neutralized Loki  - Small Gremlin Compact Energy Neutralizer,2023-01-29 19:42:20
8850,Hollindustries,24 GJ energy neutralized Loki  - Small Gremlin Compact Energy Neutralizer,2023-01-29 19:42:20
8852,Hollindustries,92 GJ energy neutralized Nighthawk  - Medium Gremlin Compact Energy Neutralizer,2023-01-29 19:42:20
8858,Hollindustries,88 GJ energy neutralized Nighthawk  - Medium Gremlin Compact Energy Neutralizer,2023-01-29 19:42:21
8859,Hollindustries,75 GJ energy neutralized Nighthawk  - Medium Gremlin Compact Energy Neutralizer,2023-01-29 19:42:21
8860,Hollindustries,100 GJ energy neutralized Nighthawk  - Medium Energy Neutralizer II,2023-01-29 19:42:21
8865,Hollindustries,90 GJ energy neutralized Nighthawk  - Medium Gremlin Compact Energy Neutralizer,2023-01-29 19:42:21
8868,Hollindustries,101 GJ energy neutralized Nighthawk  - Medium Energy Neutralizer II,2023-01-29 19:42:21
8869,Hollindustries,91 GJ energy neutralized Nighthawk  - Medium Gremlin Compact Energy Neutralizer,2023-01-29 19:42:21
8889,Hollindustries,101 GJ energy neutralized Nighthawk  - Medium Energy Neutralizer II,2023-01-29 19:42:23
8890,Hollindustries,92 GJ energy neutralized Nighthawk  - Medium Gremlin Compact Energy Neutralizer,2023-01-29 19:42:23
8905,Hollindustries,5 GJ energy neutralized Loki  - Small Gremlin Compact Energy Neutralizer,2023-01-29 19:42:26
8911,Hollindustries,5 GJ energy neutralized Loki  - Small Gremlin Compact Energy Neutralizer,2023-01-29 19:42:26
8969,Hollindustries,2 GJ energy neutralized Loki  - Small Gremlin Compact Energy Neutralizer,2023-01-29 19:42:31
8971,Hollindustries,2 GJ energy neutralized Loki  - Small Gremlin Compact Energy Neutralizer,2023-01-29 19:42:31
8972,Hollindustries,92 GJ energy neutralized Nighthawk  - Medium Gremlin Compact Energy Neutralizer,2023-01-29 19:42:31
8979,Hollindustries,92 GJ energy neutralized Nighthawk  - Medium Gremlin Compact Energy Neutralizer,2023-01-29 19:42:33
8982,Hollindustries,90 GJ energy neutralized Nighthawk  - Medium Gremlin Compact Energy Neutralizer,2023-01-29 19:42:33
8987,Hollindustries,101 GJ energy neutralized Nighthawk  - Medium Energy Neutralizer II,2023-01-29 19:42:33
9001,Hollindustries,101 GJ energy neutralized Nighthawk  - Medium Energy Neutralizer II,2023-01-29 19:42:34
9002,Hollindustries,92 GJ energy neutralized Nighthawk  - Medium Gremlin Compact Energy Neutralizer,2023-01-29 19:42:34
9003,Hollindustries,92 GJ energy neutralized Nighthawk  - Medium Gremlin Compact Energy Neutralizer,2023-01-29 19:42:34
9027,Hollindustries,101 GJ energy neutralized Nighthawk  - Medium Energy Neutralizer II,2023-01-29 19:42:36
9028,Hollindustries,92 GJ energy neutralized Nighthawk  - Medium Gremlin Compact Energy Neutralizer,2023-01-29 19:42:36
